id_individu,Dim.1,Dim.2,Dim.3,Dim.4,Dim.5,Dim.6,Dim.7,Dim.8,Dim.9,Dim.10,target
1,-3.8698209605278056,-1.5938662344273138,-0.4988102279804079,-0.46367427100677006,0.8116350394842652,-0.6610894451225511,0.5976729194135693,0.02738886712678959,-0.040527537819231026,-0.1044292942611831,Dropout
2,-0.2734150274144315,-0.6441585577764872,1.784125151851942,1.4596809504397554,-0.1316447526433157,-0.3241637458813267,0.6768655607458522,0.08817564216018445,0.08053588793270172,0.17517103544799364,Graduate
3,-3.3816735372779734,-0.3129596834229656,-0.6547757191610972,1.2427767335002622,0.3613836040726722,-0.19995278342885897,1.0847699069641241,0.2252298006683979,-0.13105824285310566,-0.0434493933461721,Dropout
4,0.6035327874795186,-0.8042680052709418,-1.1840266464972,-0.1381403030858481,0.14728713338929314,0.029408404251888585,0.44352591967262867,-0.13300341383177372,-0.14063721282660133,0.08031700199286394,Graduate
5,-0.08597308866085407,2.7713625185405064,-0.3352370303225786,-2.4554769106424934,-0.5493797747203023,0.3753347703995522,0.06285545325692558,-0.30543078326469886,-0.1869257012601396,-0.024351069782440535,Graduate
6,-1.3950751965556367,5.175842953960076,0.28559843536368174,-0.655379286793408,-2.3856627275305238,-1.190627364665438,-2.917991239345474,0.3419720123223418,0.4445684730751665,0.1563094006720487,Graduate
7,1.4355071522572402,-1.5990237856119693,-0.05150584770848708,-0.16934622022477822,-0.5712953269970518,0.4987901770579437,-0.36274061745587066,0.4271441168257941,0.2991473721471229,-0.10087242245013778,Graduate
8,-3.168328135979983,0.24570010047734656,-1.3316563240302213,1.3322511204576974,0.4750215687157652,-0.3700877850192379,0.9982895064195042,0.1808104967768424,-0.08869277459983728,0.05441049543714305,Dropout
9,0.8922455032344008,-0.8668696164681686,0.4829089463128427,0.7010926246251254,-1.2336619690670585,1.931830220260706,-1.1251079100614723,-3.7376543342458364,1.3522070795353356,-0.8256499723531064,Graduate
10,-0.5460300354026956,0.21781418362376842,-0.1806272312033356,3.1044296078363747,-1.3786213326894905,0.7301221481271027,0.5831610264177992,-0.008910966752498617,-0.25687336574724917,0.29540932445568835,Dropout
11,0.42981697474355435,-1.3525022605749348,0.08608675297205096,-0.1273516708398213,0.11708057537861415,0.25583785579718943,0.39199017996181296,-0.05937202904859075,-0.01831493926472931,0.06437068432593136,Graduate
12,1.4631098390782973,-1.4137356662205427,-0.7339616807560132,-0.1888616794632012,-0.5906690457567125,0.4434782630570107,-0.29825380743942825,0.41332162409471856,0.26361951380131377,-0.10658376316719954,Graduate
13,-1.7804250487605031,-1.1218685184395127,-0.1849401031070504,-0.04690376340629456,0.7182846062453581,0.5261552924703127,0.5378768666278876,0.14427218475973874,0.06509882103736367,-0.038087021818668514,Dropout
14,1.5211209354224948,-0.5244495360961796,-1.134482310824296,1.6839366385697405,-2.47602887696639,0.7053754490625247,2.09064118868193,6.300378510641672,0.2971062274144483,-0.5378282836896774,Graduate
15,0.40739449890506035,-2.137748103650436,0.7129760989597699,-0.31196051233069855,-0.5717740687635205,0.6545571992727615,-0.482517894538809,0.45077697712243753,0.3243507391712347,-0.10020618856318789,Graduate
16,0.23963981759952377,-1.018874268138095,-0.8810089925116646,-0.2140172709224057,0.11226047771449678,0.12912935188566504,0.41573849206468544,-0.10804011692300126,-0.10184168648322434,0.06723278898843289,Dropout
17,-0.05938513920789708,-1.195249753757274,0.2552233506012284,0.0789521924575105,0.43620419465519394,0.23874888911002726,0.3284690353914113,-0.03257078424040429,-0.028657389196356815,0.12071203158251319,Enrolled
18,1.0440232875203677,-1.0418172730231592,-0.2840230260470131,-0.015909928904201467,0.13812378562996902,0.1424799463302459,0.4287329287929132,-0.08475720734480656,-0.04304633535476746,0.08545306970086024,Graduate
19,0.17007657190828282,-1.0626324837356695,0.26137314899162767,0.20970787502202912,1.0525125781744735,0.5743609996289021,-0.01954125386615194,-0.04371123196356565,0.034799098323821206,0.09419925299979069,Graduate
20,0.6321654940562619,-1.13922978989695,-0.16368772546671007,-0.037142301510284546,0.17537638815830822,0.23238857827188814,0.4094667378567279,-0.04741552213019938,0.022949888490564292,0.09004376073531334,Enrolled
21,-3.405802983866339,-1.6221241182330304,-0.7563867254576714,-1.1877364944645286,-0.5480086537544652,0.7844642133533162,-0.7402360948848408,0.42818530084385853,-0.027057267724505542,-0.34134810097481255,Graduate
22,1.3794522316722058,-0.3434319970850687,-0.9473249167213751,0.19737539527148384,0.3916459890522866,-0.02289427830484699,0.4470439209964913,-0.09141265420062548,-0.039538841237407675,0.1340118950898138,Enrolled
23,1.5917628376832589,-0.7432686592855516,-0.10997982475428252,0.22230912490646915,0.28509944126793074,0.11009214035126194,0.3884722226798602,-0.06145734666289248,0.059546180429990464,0.1568772238690797,Graduate
24,0.8700091027828859,-1.396676324137597,-1.392294573746993,-0.3177396145717478,-0.5909404404570617,0.3492193590987162,-0.31611058378607954,0.35958786101654977,0.15975688730275237,-0.09756385761335584,Graduate
25,0.7088763085692913,-0.1713861258043892,-0.5177996433819946,-0.3870583635332577,-0.05008095657231032,0.015443063323608194,0.02607176572962454,-0.21377647785677262,-0.33591227800551937,0.008465991759630713,Graduate
26,0.43382900576675043,-1.5320098737203696,1.7759360417900358,1.4496886794655237,-1.5562914594713688,0.8572557166094631,-0.4796530706213873,0.45160288596753567,0.19773149033564974,-0.15957018810879553,Enrolled
27,0.46237514568630955,-0.5289623538351602,-1.6470908266627435,-0.1197635458318308,0.24964025820899136,-0.01010203122444117,0.503602057045501,-0.12236841563748253,-0.16459435613276385,0.05715070817004849,Graduate
28,0.5292010599431813,-0.9041501993444734,0.030951956284305422,0.6451100416812898,1.8740724865433547,0.8414643372888521,-0.3646812721921431,-0.05020284026112594,0.09934557394365726,0.1730203717946911,Enrolled
29,-0.02327578428871908,-1.2132045582630577,-0.44013587265315984,-0.230489107043632,0.12180100179373374,0.21387006287901503,0.35147050697986626,-0.08255857341406142,-0.02290538555848923,0.08639139836465218,Graduate
30,0.5250607697617318,-0.4470746666141941,-0.8816734330225431,0.14014660729674938,0.5918604512957394,-1.1617039207654414,0.5891649368841927,-0.13257874763469527,-0.024138720896204852,0.0857798167770973,Enrolled
31,0.7755072032753468,0.2495837354030014,3.3134958777482835,0.6908540755103416,1.0456639716405058,-2.5276958396902645,-0.16643128759024262,-0.35739334543482093,-0.3076969141607949,0.5622829861918028,Enrolled
32,0.15943582199012094,-0.6775543870997321,-0.42033661399127337,-0.018135448264416876,0.5315895002479197,-1.079942530648342,0.5993231356521136,-0.12057327961589213,-0.07147212222612669,0.0016483498687591485,Graduate
33,-1.1048013431705048,0.29664116096998894,1.1293975069004112,1.2576572160778887,-0.0585607961131319,-0.5175414138987183,0.304867703193838,-0.03370195330364713,-0.27565951766628904,0.13967453004839075,Enrolled
34,0.3180066389986244,-0.24558603824063668,0.5112756246622595,-1.4507070463438412,-0.39442074696392526,0.5915886538730523,0.4409204144722908,-0.19436958629078072,0.12206141727616936,0.3997309780002937,Graduate
35,-0.7065428401452704,1.7523003617907704,0.6539376025049967,-2.1147831860375748,-0.29566542093349735,-0.659584900704255,0.049461558671115714,-0.31936352964277287,0.04162377264342203,0.17268130663865017,Graduate
36,-3.2162747463143044,2.796356898273144,-0.7699378669802971,2.408049271362623,-0.8779093532405934,-0.2569568266325732,0.33072407143897004,0.061389625827832695,-0.13662305678743691,-0.026584374662093596,Dropout
37,-3.596812680926618,1.4672955605640696,-0.20416893871004702,-1.6736339647289582,4.512431807816583,1.1014045059722002,-2.3181710219129212,5.752063287828882,6.889738173749362,-3.2201404268729337,Dropout
38,-0.9614158293959058,1.9649883273520787,0.48306565151855896,-1.3522536067613895,-0.003596665549887937,0.37323433655403704,-0.4122132392727806,-0.05269191187871195,0.21233994528144218,-0.24521517742351115,Dropout
39,-0.3457624176984602,1.5183582005865015,-1.0194498686938254,-2.0062472390185384,-0.3867569433631268,0.47652010028097164,0.3561137487314165,-0.2093174843885944,0.22204409391448215,0.26765354982850753,Graduate
40,-0.6071770288170829,1.6221385174462997,0.9715300411685633,4.890098986137357,-1.3651838347794776,0.44446308549205504,-0.23489860979683302,-4.424187458195891,0.43114596810363204,0.1518390518045713,Dropout
