id_individu,Dim.1,Dim.2,Dim.3,Dim.4,Dim.5,Dim.6,Dim.7,Dim.8,Dim.9,Dim.10,target
1,-2.798213108298799,-1.5550268734257524,-1.042052813640758,-1.0219925873328026,-1.024162045890632,0.3028738055620207,-0.47895923822942166,0.030975581381436978,0.29616930408399794,-0.4964675598852293,Dropout
2,-0.296118826588914,-1.0863308995266348,2.058491837108968,1.5419103299616612,-1.0110530726794058,0.341361381532183,1.546111870418531,2.076989176499158,0.15917574026655934,0.8788526373926446,Graduate
3,-3.810640671676969,-1.0889881299747861,-0.75980958781634,0.5854251806162232,-0.5484717350243248,0.2760481073337654,1.325468842181279,1.498646444313077,0.39248548214099943,-0.45065074210822276,Dropout
4,0.7124406037363178,0.3428760358889105,-1.0302375932606396,-0.10352084517188316,-0.1491944134962118,-0.9279988919202004,-0.18653920527349616,0.2539449420642239,0.42303426513323117,-0.06570210871140034,Graduate
5,-0.6372200824355234,2.9836071884203226,1.1531678724128271,-2.436529933994936,1.488519689253331,-0.3133620917328609,-0.5662569719308532,0.09295351271249228,1.5840403619760386,-1.6957646147924716,Graduate
6,-1.7765899747283438,3.5913283110897347,2.3726536703068946,-0.5332051330795614,0.8536508471652847,1.2114586816472592,-2.2644702559136904,-0.7327497145744803,0.06907733201391544,1.3211489461588584,Graduate
7,1.7803767514030162,-0.8899160297611658,-0.30887036886569513,0.2048487861242886,0.9651331841152304,0.6933354432467046,0.37362891700952844,-0.12904534206290244,-0.32964232253420345,0.19072733356328056,Graduate
8,-3.6441223157737825,0.021995836069863467,-1.0656307537599188,0.6688146223855908,-0.7057425361847663,0.29089143612041085,1.7137128529293426,0.9088140617202691,-0.18735713362488363,-0.3137703751388316,Dropout
9,1.4718361879595523,-0.7552432580782704,-0.3967358756105636,0.02628531527642042,1.0747113127705143,0.7530571118770951,0.31720936150333445,-0.18804710627556165,0.11609276049941349,0.09546938829535456,Graduate
10,-1.035646020777997,0.5159973629852149,0.5394947555749011,3.5987715511057745,0.9098872036145021,-0.8332486299936376,-0.16064564660411731,0.7676123228967152,-0.2988471543312874,0.35734048089007764,Dropout
11,0.755198699081175,-0.8452358751385749,-0.046677745453952535,-0.06906422723488825,-0.09988297280230965,-1.0004525068974641,-0.19989417819132602,0.3564699304098165,0.23036767338986672,0.245371734253509,Graduate
12,1.5649916761162799,-0.5849276381786253,-0.965216165375047,0.1238157074050029,1.0299837758641797,0.7074823873054753,0.2755241356220066,-0.002800417949675086,-0.22887249330126183,0.3827010463056498,Graduate
13,-1.7039152598655678,-1.5178806194276648,-0.5790454264404121,-0.6160743882808584,0.06240142941942302,-1.1571273665255721,0.18723304784415215,-0.8822247600794183,-0.6478150168915849,-0.691189445335294,Dropout
14,0.6304822805065586,0.3118601511071407,-2.292989193717496,-0.2253751297370313,1.168850644590389,0.8017730533089589,0.15289031437428746,-0.1851040872912742,0.4328239121848831,-0.44463215101333514,Graduate
15,1.253193277087319,-1.798488279218321,0.17518926372979715,0.06584426822514737,1.0762664511553997,0.6442653800825793,0.304895674388552,-0.13225056263904555,-0.2823541565686769,0.1810339653602112,Graduate
16,0.4263148389231645,-0.15403891625630045,-0.8797944499749022,-0.20534390762873825,-0.041320170433175214,-0.9494982672463026,-0.26348141578115003,0.34202604635352885,0.48149479550649965,0.21469339315452696,Dropout
17,0.19982852985264513,-0.9327988825948691,0.11765999846900953,-0.05396374355511242,-0.25664731749309416,-1.089637279981485,0.06753008186339446,-0.2339207100948411,-0.3920092717835575,-0.5740898445828644,Enrolled
18,1.1151201205808077,-0.2984346227447134,-0.24003113764749848,0.051722016280052546,-0.20777280700446973,-0.979035005719752,-0.13356241721026438,0.32328249198184295,0.1448203549029951,0.14059548565653582,Graduate
19,0.5512750048248942,-0.7483555986804746,0.20212330022751568,-0.10666154470747166,-0.1507270395677458,-0.9968520085520255,-0.047541983065792014,-0.00650115453748815,0.17059642134843847,-0.21250194470171926,Graduate
